Binomial,Area,FID_2,TID,Group,Value,area2
Sceloporus variabilis,821381.453526,"8411",R06727,lizard,"1",821378.738
Sceloporus virgatus,78813.034979,"8412",R06728,lizard,"1",78813.040
Sceloporus woodi,32727.626060,"8413",R06729,lizard,"1",32727.806
Sceloporus zosteromus,111500.538067,"8414",R06730,lizard,"1",111500.854
Scelotes anguineus,18371.001400,"8415",R08214,lizard,"1",18369.982
Scelotes arenicolus,32589.441423,"8416",R08215,lizard,"1",32588.471
Scelotes bidigittatus,47400.373483,"8417",R08217,lizard,"1",47400.233
Scelotes bipes,60591.728850,"8418",R08218,lizard,"1",60590.058
Scelotes bourquini,10645.188519,"8419",R08219,lizard,"1",10645.228
Scelotes caffer,30281.168592,"8420",R08220,lizard,"1",30280.858
Scelotes capensis,101755.593933,"8421",R08221,lizard,"1",101754.190
Scelotes duttoni,26.779940,"8422",R08222,lizard,"1",26.781
Scelotes fitzsimonsi,12593.309486,"8423",R08223,lizard,"1",12593.082
Scelotes gronovii,25114.813038,"8424",R08224,lizard,"1",25113.965
Scelotes guentheri,5434.063663,"8425",R08225,lizard,"1",5434.348
Scelotes inornatus,1961.659721,"8426",R08226,lizard,"1",1961.470
Scelotes insularis,139.497207,"8427",R08227,lizard,"1",139.499
Scelotes kasneri,13871.123915,"8428",R08228,lizard,"1",13870.958
Scelotes limpopoensis,45802.955957,"8429",R08229,lizard,"1",45802.698
Scelotes mirus,85575.021354,"8430",R08230,lizard,"1",85578.629
Scelotes montispectus,1688.440262,"8431",R08231,lizard,"1",1688.449
Scelotes mossambicus,108849.945849,"8432",R08232,lizard,"1",108848.386
Scelotes poensis,1940.184987,"8433",R08233,lizard,"1",1940.185
Scelotes sexlineatus,49531.879455,"8434",R08235,lizard,"1",49532.149
Scelotes uluguruensis,9424.407749,"8435",R08236,lizard,"1",9424.522
Scelotes vestigifer,5506.510048,"8436",R08237,lizard,"1",5506.503
Scincella apraefrontalis,10.391242,"8437",R08238,lizard,"1",10.391
Scincella assatus,120023.162197,"8438",R08239,lizard,"1",120031.379
Scincella barbouri,19.992561,"8439",R08240,lizard,"1",19.993
Scincella boettgeri,798.671965,"8440",R08241,lizard,"1",798.670
Scincella capitanea,2133.641211,"8441",R08242,lizard,"1",2134.101
Scincella caudaequinae,19.992561,"8442",R08243,lizard,"1",19.993
Scincella cherriei,379473.232835,"8443",R08244,lizard,"1",379488.766
Scincella darevskii,10.537012,"8444",R08245,lizard,"1",10.537
Scincella devorator,23.603390,"8445",R08246,lizard,"1",23.603
Scincella doriae,802571.976594,"8446",R08247,lizard,"1",802599.858
Scincella forbesora,18526.927702,"8447",R08248,lizard,"1",18854.604
Scincella formosensis,22170.792124,"8448",R08249,lizard,"1",22169.745
Scincella gemmingeri,109983.543227,"8449",R08250,lizard,"1",109982.639
Scincella huanrenensis,11616.070809,"8450",R08251,lizard,"1",11616.903
Scincella incerta,15200.032160,"8451",R08252,lizard,"1",15200.009
Scincella inconspicua,9.996281,"8452",R08253,lizard,"1",9.996
Scincella kikaapoa,19.992561,"8453",R08254,lizard,"1",19.993
Scincella lateralis,2097969.285349,"8454",R08255,lizard,"1",2097967.412
Scincella macrotis,1579.948253,"8455",R08256,lizard,"1",1579.948
Scincella melanosticta,630111.667164,"8456",R08257,lizard,"1",630109.973
Scincella modesta,1280789.790594,"8457",R08258,lizard,"1",1280760.060
Scincella monticola,1110226.224810,"8458",R08259,lizard,"1",1110296.556
Scincella ochracea,52424.125487,"8459",R08260,lizard,"1",52423.572
Scincella potanini,314987.584760,"8460",R08261,lizard,"1",314986.577
Scincella przewalskii,12019.746551,"8461",R08262,lizard,"1",12019.051
Scincella punctatolineata,5376.808256,"8462",R08263,lizard,"1",5376.812
Scincella rara,9.996281,"8463",R08264,lizard,"1",9.996
Scincella reevesii,2785147.519350,"8464",R08265,lizard,"1",2785237.292
Scincella rufocaudatus,115804.011216,"8465",R08266,lizard,"1",115804.020
Scincella rupicola,57291.490970,"8466",R08267,lizard,"1",57291.489
Scincella schmidti,9.996281,"8467",R08268,lizard,"1",9.996
Scincella silvicola,1697.061174,"8468",R08269,lizard,"1",1697.061
Scincella tsinlingensis,289900.162255,"8469",R08270,lizard,"1",289868.888
Scincella vandenburghi,16824.540994,"8470",R08271,lizard,"1",16823.903
Scincella victoriana,8499.940829,"8471",R08272,lizard,"1",8499.941
Scincopus fasciatus,3837937.588347,"8472",R08273,lizard,"1",3837563.690
Scincus albifasciatus,1978028.492723,"8473",R08274,lizard,"1",1978087.818
Scincus hemprichii,35656.616959,"8474",R08275,lizard,"1",35667.382
Scincus mitranus,1469464.164977,"8475",R08276,lizard,"1",1469466.971
Scincus scincus,10943242.530052,"8476",R08277,lizard,"1",10942788.164
Scolecophis atrocinctus,77146.620136,"8477",R01771,snake,"1",77149.157
Scolecoseps acontias,7319.064376,"8478",R08278,lizard,"1",7319.074
Scolecoseps boulengeri,1936.061927,"8479",R08279,lizard,"1",1936.062
Scolecoseps litipoensis,19.992561,"8480",R08280,lizard,"1",19.993
Scriptosaura catimbau,125285.911703,"8481",R05121,lizard,"1",125285.913
Senticolis triaspis,813105.801257,"8482",R01772,snake,"1",813120.441
Sepsina alberti,40098.546890,"8483",R08281,lizard,"1",40101.043
Sepsina angolensis,1151687.592007,"8484",R08282,lizard,"1",1151688.187
Sepsina bayoni,80005.501998,"8485",R08283,lizard,"1",80005.912
Sepsina copei,66223.817258,"8486",R08284,lizard,"1",66224.177
Sepsina tetradactyla,431516.071695,"8487",R08285,lizard,"1",431511.186
Sepsophis punctatus,175939.795865,"8488",R08286,lizard,"1",175967.675
Shinisaurus crocodilurus,19079.418778,"8489",R08588,lizard,"1",19079.602
Siagonodon acutirostris,31412.974010,"8490",R06032,snake,"1",31412.974
Siagonodon borrichianus,5765.677469,"8491",R06033,snake,"1",5765.676
Siagonodon cupinensis,959370.124345,"8492",R06034,snake,"1",959370.127
Siagonodon septemstriatus,3068266.213177,"8493",R06035,snake,"1",3068265.275
Sibon annulatus,111841.239145,"8494",R03252,snake,"1",111839.997
Sibon anthracops,60511.402920,"8495",R03253,snake,"1",60513.147
Sibon argus,50068.968167,"8496",R03254,snake,"1",50068.145
Sibon carri,11542.991284,"8497",R03255,snake,"1",11542.686
Sibon dimidiatus,245511.494592,"8498",R03256,snake,"1",245510.515
Sibon dunni,138.323056,"8499",R03257,snake,"1",138.323
Sibon lamari,9.996281,"8500",R03258,snake,"1",9.996
Sibon linearis,145.992595,"8501",R03259,snake,"1",145.992
Sibon longifrenis,13823.971911,"8502",R03260,snake,"1",13823.879
Sibon manzanaresi,9.996281,"8503",R03261,snake,"1",9.996
Sibon merendonensis,9.996281,"8504",R03262,snake,"1",9.996
Sibon miskitus,9.996281,"8505",R03263,snake,"1",9.996
Sibon nebulatus,6090020.420321,"8506",R03264,snake,"1",6090024.338
Sibon noalamina,19.992561,"8507",R03265,snake,"1",19.993
Sibon perissostichon,9.996281,"8508",R03266,snake,"1",9.996
Sibon sanniolus,129608.440409,"8509",R03267,snake,"1",129604.410
Sibynomorphus lavillai,611349.021914,"8510",R03268,snake,"1",611339.367
Sibynomorphus mikanii,3941982.282143,"8511",R03269,snake,"1",3941982.360
Sibynomorphus neuwiedi,1279467.468509,"8512",R03270,snake,"1",1279467.495
Sibynomorphus oligozonatus,17219.310988,"8513",R03271,snake,"1",17222.220
Sibynomorphus oneilli,83471.970862,"8514",R03272,snake,"1",83472.166
Sibynomorphus petersi,137026.248341,"8515",R03273,snake,"1",137028.681
Sibynomorphus turgidus,4681604.062445,"8516",R03274,snake,"1",4681611.041
Sibynomorphus vagrans,21354.023868,"8517",R03275,snake,"1",21355.654
Sibynomorphus vagus,36469.496259,"8518",R03276,snake,"1",36469.651
Sibynomorphus ventrimaculatus,1894274.298057,"8519",R03277,snake,"1",1894307.684
Sibynomorphus williamsi,36925.983399,"8520",R03278,snake,"1",36920.314
Sibynophis bistrigatus,56715.232424,"8521",R01773,snake,"1",56716.110
Sibynophis bivittatus,13140.813038,"8522",R01774,snake,"1",13140.811
Sibynophis chinensis,2612337.667076,"8523",R01775,snake,"1",2612297.334
Sibynophis collaris,2951510.439389,"8524",R01776,snake,"1",2959966.916
Sibynophis geminatus,588917.649241,"8525",R01777,snake,"1",588917.659
Sibynophis melanocephalus,1355848.028968,"8526",R01778,snake,"1",1355850.021
Sibynophis sagittarius,1047124.425082,"8527",R01779,snake,"1",1047083.067
Sibynophis subpunctatus,1755853.184736,"8528",R01780,snake,"1",1755860.959
Sibynophis triangularis,18033.113277,"8529",R01781,snake,"1",18036.161
Siebenrockiella crassicollis,1314758.173262,"8530",R10100,turtle,"1",1314760.881
Siebenrockiella leytensis,15426.335248,"8531",R10101,turtle,"1",15426.351
Sigaloseps deplanchei,4662.647868,"8532",R08287,lizard,"1",4662.648
Sigaloseps ruficauda,157.964272,"8533",R08288,lizard,"1",157.964
Silvascincus murrayi,78182.576258,"8534",R08289,lizard,"1",78183.588
Silvascincus tryoni,29761.693886,"8535",R08290,lizard,"1",29761.840
Simalia amethistina,1081538.442104,"8536",R06984,snake,"1",1081543.078
Simalia boeleni,95115.748771,"8537",R06985,snake,"1",95117.231
Simalia clastolepis,786.741328,"8538",R06986,snake,"1",786.741
Simalia kinghorni,113069.490167,"8539",R06987,snake,"1",113090.378
Simalia nauta,10.272489,"8540",R06988,snake,"1",10.272
Simalia oenpelliensis,32501.850238,"8541",R06989,snake,"1",32502.284
Simalia tracyae,18154.489534,"8542",R06990,snake,"1",18154.490
Simiscincus aurantiacus,1234.112888,"8543",R08291,lizard,"1",1234.111
Simophis rhinostoma,1565275.483291,"8544",R01782,snake,"1",1565275.419
Simoselaps anomalus,1292124.643955,"8545",R03697,snake,"1",1292297.731
Simoselaps bertholdi,1661420.032496,"8546",R03698,snake,"1",1661257.271
Simoselaps bimaculatus,1229907.743496,"8547",R03699,snake,"1",1229762.031
Simoselaps littoralis,57948.286033,"8548",R03700,snake,"1",57939.758
Simoselaps minimus,15068.616511,"8549",R03701,snake,"1",15069.429
Sinomicrurus hatori,4971.872609,"8550",R03702,snake,"1",4971.789
Sinomicrurus japonicus,2412.442422,"8551",R03703,snake,"1",2412.438
Sinomicrurus kelloggi,1279911.283475,"8552",R03704,snake,"1",1281222.554
Sinomicrurus macclellandi,4040089.387110,"8553",R03705,snake,"1",4040902.420
Sinomicrurus sauteri,19309.633991,"8554",R03706,snake,"1",19310.457
Sinonatrix aequifasciata,1571275.421811,"8555",R06498,snake,"1",1571542.577
Sinonatrix annularis,1247958.182699,"8556",R06499,snake,"1",1248325.415
Sinonatrix percarinata,2885468.574742,"8557",R06500,snake,"1",2885524.341
Sinonatrix yunnanensis,121050.004627,"8558",R06501,snake,"1",121027.629
Siphlophis ayauma,13172.589683,"8559",R03279,snake,"1",13173.258
Siphlophis cervinus,8157446.504730,"8560",R03280,snake,"1",8157458.241
Siphlophis compressus,8603364.541607,"8561",R03281,snake,"1",8603411.393
Siphlophis leucocephalus,106243.581354,"8562",R03282,snake,"1",106238.320
Siphlophis longicaudatus,361676.971947,"8563",R03283,snake,"1",361676.920
Siphlophis pulcher,481896.289206,"8564",R03284,snake,"1",481783.330
Siphlophis worontzowi,3607725.892343,"8565",R03285,snake,"1",3607821.309
Sirenoscincus mobydick,9.996281,"8566",R08292,lizard,"1",9.996
Sirenoscincus yamagishii,4470.929544,"8567",R08293,lizard,"1",4470.973
Sistrurus catenatus,1296533.764277,"8568",R09766,snake,"1",1296533.508
Sistrurus miliarius,1072665.906854,"8569",R09767,snake,"1",1072665.832
Sitana bahiri,1649.998437,"8570",R00440,lizard,"1",1649.998
Sitana deccanensis,23633.271500,"8571",R00441,lizard,"1",23813.036
Sitana devakai,12734.084960,"8572",R00442,lizard,"1",12734.084
Sitana fusca,9.996281,"8573",R00443,lizard,"1",9.996
Sitana ponticeriana,2628256.880569,"8574",R00444,lizard,"1",2628304.743
Sitana schleichi,9.996281,"8575",R00445,lizard,"1",9.996
Sitana sivalensis,8695.041196,"8576",R00446,lizard,"1",8695.413
Smaug barbertonensis,10139.945421,"8577",R01975,lizard,"1",10140.020
Smaug breyeri,38472.104913,"8578",R01976,lizard,"1",38472.331
Smaug depressus,7008.358244,"8579",R01977,lizard,"1",7008.352
Smaug giganteus,121592.320430,"8580",R01978,lizard,"1",121592.708
Smaug mossambicus,22775.165715,"8581",R01979,lizard,"1",22775.146
Smaug regius,28022.477702,"8582",R01980,lizard,"1",28022.954
Smaug vandami,45328.883802,"8583",R01981,lizard,"1",45329.016
Smaug warreni,6964.597842,"8584",R01982,lizard,"1",6964.554
Sonora aemula,43255.146249,"8585",R01783,snake,"1",43256.045
Sonora michoacanensis,40717.872015,"8586",R01784,snake,"1",40717.786
Sonora mutabilis,47315.070040,"8587",R01785,snake,"1",47314.305
Sonora semiannulata,1745326.609828,"8588",R01786,snake,"1",1745283.818
Sordellina punctata,140297.974397,"8589",R03286,snake,"1",140297.996
Spalerosophis arenarius,110767.369812,"8590",R01787,snake,"1",110769.901
Spalerosophis atriceps,2788.173847,"8591",R01788,snake,"1",2788.178
Spalerosophis dolichospilus,657749.737809,"8593",R01790,snake,"1",657720.908
Spalerosophis josephscorteccii,9.996281,"8594",R01791,snake,"1",9.996
Sphaerodactylus alphus,60.315320,"8596",R08692,lizard,"1",60.315
Sphaerodactylus altavelensis,24480.938788,"8597",R08693,lizard,"1",24480.939
Sphaerodactylus argivus,257.159038,"8598",R08694,lizard,"1",257.159
Sphaerodactylus argus,47652.331692,"8599",R08695,lizard,"1",47652.343
Sphaerodactylus ariasae,9.996281,"8600",R08696,lizard,"1",9.996
Sphaerodactylus armasi,1754.127513,"8601",R08697,lizard,"1",1754.201
Sphaerodactylus armstrongi,5026.284146,"8602",R08698,lizard,"1",5026.284
Sphaerodactylus asterulus,1094.299974,"8603",R08699,lizard,"1",1095.279
Sphaerodactylus beattyi,182.370966,"8604",R08700,lizard,"1",182.371
Sphaerodactylus becki,4.589554,"8605",R08701,lizard,"1",4.590
Sphaerodactylus bromeliarum,9.996281,"8606",R08702,lizard,"1",9.996
Sphaerodactylus caicosensis,481.302624,"8607",R08703,lizard,"1",481.303
Sphaerodactylus callocricus,2866.962566,"8608",R08704,lizard,"1",2866.962
Sphaerodactylus celicara,991.336118,"8609",R08705,lizard,"1",991.336
Sphaerodactylus cinereus,7187.587099,"8610",R08706,lizard,"1",7187.589
Sphaerodactylus clenchi,2067.707987,"8611",R08707,lizard,"1",2067.709
Sphaerodactylus cochranae,6.522990,"8612",R08708,lizard,"1",6.523
Sphaerodactylus continentalis,40937.825181,"8613",R08709,lizard,"1",40937.828
Sphaerodactylus copei,12213.551288,"8614",R08710,lizard,"1",12213.552
Sphaerodactylus corticola,1130.037335,"8615",R08711,lizard,"1",1130.037
Sphaerodactylus cricoderus,19.992561,"8616",R08712,lizard,"1",19.993
Sphaerodactylus cryphius,1046.573855,"8617",R08713,lizard,"1",1046.574
Sphaerodactylus dacnicolor,594.343168,"8618",R08714,lizard,"1",594.343
Sphaerodactylus darlingtoni,24809.376445,"8619",R08715,lizard,"1",24809.377
Sphaerodactylus difficilis,52347.334291,"8620",R08716,lizard,"1",52347.345
Sphaerodactylus dimorphicus,714.431833,"8621",R08717,lizard,"1",714.433
Sphaerodactylus docimus,29.988842,"8622",R08718,lizard,"1",29.989
Sphaerodactylus dunni,17828.336939,"8623",R08719,lizard,"1",17826.904
Sphaerodactylus elasmorhynchus,9.996281,"8624",R08720,lizard,"1",9.996
Sphaerodactylus elegans,97171.616180,"8625",R08721,lizard,"1",97171.618
Sphaerodactylus elegantulus,439.929399,"8626",R08722,lizard,"1",439.930
Sphaerodactylus epiurus,9.996281,"8627",R08723,lizard,"1",9.996
Sphaerodactylus exsul,1.852307,"8628",R08724,lizard,"1",1.852
Sphaerodactylus fantasticus,1824.203012,"8629",R08725,lizard,"1",1824.203
Sphaerodactylus gaigeae,3066.361430,"8630",R08726,lizard,"1",3066.362
Sphaerodactylus glaucus,295474.541830,"8631",R08728,lizard,"1",295476.060
Sphaerodactylus goniorhynchus,9439.543028,"8632",R08729,lizard,"1",9439.543
Sphaerodactylus graptolaemus,4973.843767,"8633",R08730,lizard,"1",4973.894
Sphaerodactylus guanajae,4.297514,"8634",R08731,lizard,"1",4.298
Sphaerodactylus heliconiae,1077.614324,"8635",R08732,lizard,"1",1077.605
Sphaerodactylus homolepis,12906.872744,"8636",R08733,lizard,"1",12906.613
Sphaerodactylus inaguae,829.547420,"8637",R08734,lizard,"1",829.547
Sphaerodactylus intermedius,2153.697824,"8638",R08735,lizard,"1",2153.680
Sphaerodactylus kirbyi,5.163196,"8639",R08736,lizard,"1",5.163
Sphaerodactylus klauberi,6525.100886,"8640",R08737,lizard,"1",6525.102
Sphaerodactylus ladae,9.996281,"8641",R08738,lizard,"1",9.996
Sphaerodactylus lazelli,9.678486,"8642",R08739,lizard,"1",9.678
Sphaerodactylus leonardovaldesi,128.801046,"8643",R08740,lizard,"1",128.801
Sphaerodactylus leucaster,2692.885771,"8644",R08741,lizard,"1",2692.885
Sphaerodactylus levinsi,1.298493,"8645",R08742,lizard,"1",1.298
Sphaerodactylus lineolatus,128030.049851,"8646",R08743,lizard,"1",128030.062
Sphaerodactylus macrolepis,9557.431243,"8647",R08744,lizard,"1",9557.433
Sphaerodactylus mariguanae,419.312983,"8648",R08745,lizard,"1",419.314
Sphaerodactylus microlepis,599.944978,"8649",R08746,lizard,"1",599.945
Sphaerodactylus micropithecus,9.996281,"8650",R08747,lizard,"1",9.996
Sphaerodactylus millepunctatus,259656.014613,"8651",R08748,lizard,"1",259651.641
Sphaerodactylus molei,499501.515753,"8652",R08749,lizard,"1",499494.310
Sphaerodactylus monensis,9.996281,"8653",R08750,lizard,"1",9.996
Sphaerodactylus nicholsi,6814.101476,"8654",R08751,lizard,"1",6814.102
Sphaerodactylus nigropunctatus,48102.980943,"8655",R08752,lizard,"1",48102.990
Sphaerodactylus notatus,131023.296966,"8656",R08753,lizard,"1",131023.338
Sphaerodactylus nycteropus,9.699008,"8657",R08754,lizard,"1",9.699
Sphaerodactylus ocoae,19.992561,"8658",R08755,lizard,"1",19.993
Sphaerodactylus oliveri,1041.737303,"8659",R08756,lizard,"1",1041.737
Sphaerodactylus omoglaux,706.793992,"8660",R08757,lizard,"1",706.763
Sphaerodactylus oxyrhinus,1806.602814,"8661",R08758,lizard,"1",1806.603
Sphaerodactylus pacificus,24.782458,"8662",R08759,lizard,"1",24.782
Sphaerodactylus parkeri,1871.940580,"8663",R08760,lizard,"1",1871.939
Sphaerodactylus parthenopion,15.605880,"8664",R08761,lizard,"1",15.606
Sphaerodactylus parvus,173.747648,"8665",R08762,lizard,"1",173.748
Sphaerodactylus perissodactylius,19.992561,"8666",R08763,lizard,"1",19.993
Sphaerodactylus phyzacinus,16.939760,"8667",R08764,lizard,"1",16.940
Sphaerodactylus pimienta,1466.370801,"8668",R08765,lizard,"1",1466.366
Sphaerodactylus plummeri,9.996281,"8669",R08766,lizard,"1",9.996
Sphaerodactylus poindexteri,6.059651,"8670",R08767,lizard,"1",6.060
Sphaerodactylus ramsdeni,1236.647936,"8671",R08768,lizard,"1",1236.651
Sphaerodactylus randi,974.016254,"8672",R08769,lizard,"1",974.016
Sphaerodactylus rhabdotus,2273.318047,"8673",R08770,lizard,"1",2273.614
Sphaerodactylus richardi,3521.138311,"8674",R08771,lizard,"1",3521.150
Sphaerodactylus richardsonii,1686.409352,"8675",R08772,lizard,"1",1686.410
Sphaerodactylus roosevelti,826.004848,"8676",R08773,lizard,"1",826.004
Sphaerodactylus rosaurae,247.644857,"8677",R08774,lizard,"1",247.645
Sphaerodactylus ruibali,702.662473,"8678",R08775,lizard,"1",702.684
Sphaerodactylus sabanus,306.856792,"8679",R08776,lizard,"1",306.856
Sphaerodactylus samanensis,19.992561,"8680",R08777,lizard,"1",19.993
Sphaerodactylus savagei,3635.189080,"8681",R08778,lizard,"1",3635.188
Sphaerodactylus scaber,14373.910635,"8682",R08779,lizard,"1",14373.832
Sphaerodactylus scapularis,27809.714430,"8683",R08780,lizard,"1",27809.721
Sphaerodactylus schuberti,9.996281,"8684",R08781,lizard,"1",9.996
Sphaerodactylus schwartzi,19.992561,"8685",R08782,lizard,"1",19.993
Sphaerodactylus semasiops,1354.844083,"8686",R08783,lizard,"1",1354.844
Sphaerodactylus shrevei,17.738476,"8687",R08784,lizard,"1",17.738
Sphaerodactylus siboney,260.691733,"8688",R08785,lizard,"1",260.692
Sphaerodactylus sommeri,19.992561,"8689",R08786,lizard,"1",19.993
Sphaerodactylus sputator,444.120246,"8690",R08787,lizard,"1",444.120
Sphaerodactylus storeyae,1066.235931,"8691",R08788,lizard,"1",1066.240
Sphaerodactylus streptophorus,7587.386162,"8692",R08789,lizard,"1",7587.402
Sphaerodactylus thompsoni,1681.771848,"8693",R08790,lizard,"1",1681.817
Sphaerodactylus torrei,1723.223259,"8694",R08791,lizard,"1",1723.227
Sphaerodactylus townsendi,2731.185752,"8695",R08792,lizard,"1",2731.186
Sphaerodactylus underwoodi,39.611786,"8696",R08793,lizard,"1",39.612
Sphaerodactylus vincenti,2876.612909,"8697",R08794,lizard,"1",2876.613
Sphaerodactylus williamsi,50.666366,"8698",R08795,lizard,"1",50.667
Sphaerodactylus zygaena,1616.746375,"8699",R08796,lizard,"1",1616.856
Sphenodon punctatus,764.858183,"8700",R00026,Rhynchocephalia,"1",764.858
Sphenomorphus acutus,118240.585691,"8701",R08294,lizard,"1",118240.582
Sphenomorphus aignanus,29897.715800,"8702",R08295,lizard,"1",29901.102
Sphenomorphus alfredi,19.992561,"8703",R08296,lizard,"1",19.993
Sphenomorphus annectens,9.996281,"8704",R08297,lizard,"1",9.996
Sphenomorphus anomalopus,16499.935714,"8705",R08298,lizard,"1",16500.121
Sphenomorphus anotus,2671.282967,"8706",R08299,lizard,"1",2671.271
Sphenomorphus apalpebratus,11115.203942,"8707",R08300,lizard,"1",11115.330
Sphenomorphus aruensis,101306.947501,"8708",R08301,lizard,"1",101306.803
Sphenomorphus bacboensis,9.996281,"8709",R08302,lizard,"1",9.996
Sphenomorphus bignelli,13068.068061,"8710",R08303,lizard,"1",13068.067
Sphenomorphus brunneus,7956.948110,"8711",R08304,lizard,"1",7957.212
Sphenomorphus buenloicus,17530.236862,"8712",R08305,lizard,"1",17528.575
Sphenomorphus buettikoferi,9.996281,"8713",R08306,lizard,"1",9.996
Sphenomorphus bukitensis,2244.341742,"8714",R08307,lizard,"1",2244.391
Sphenomorphus butleri,2343.410663,"8715",R08308,lizard,"1",2343.411
Sphenomorphus cameronicus,9.996281,"8716",R08309,lizard,"1",9.996
Sphenomorphus capitolythos,9.946282,"8717",R08310,lizard,"1",9.946
Sphenomorphus celebense,10.740406,"8718",R08311,lizard,"1",10.740
Sphenomorphus cinereus,29939.200989,"8719",R08312,lizard,"1",29939.949
Sphenomorphus concinnatus,33408.224766,"8720",R08313,lizard,"1",33408.223
Sphenomorphus consobrinus,6739.453315,"8721",R08314,lizard,"1",6739.432
Sphenomorphus cophias,19.992561,"8722",R08315,lizard,"1",19.993
Sphenomorphus courcyanum,201857.809074,"8723",R08316,lizard,"1",201862.325
Sphenomorphus cranei,28725.686096,"8724",R08317,lizard,"1",28725.685
Sphenomorphus crassus,9.996281,"8725",R08318,lizard,"1",9.996
Sphenomorphus cryptotis,77405.256983,"8726",R08319,lizard,"1",77327.307
Sphenomorphus cyanolaemus,223482.372022,"8727",R08320,lizard,"1",223482.408
Sphenomorphus darlingtoni,35876.403941,"8728",R08321,lizard,"1",35876.408
Sphenomorphus derooyae,92554.485833,"8729",R08322,lizard,"1",92554.013
Sphenomorphus diwata,24.895332,"8730",R08323,lizard,"1",24.895
Sphenomorphus dussumieri,119742.802917,"8731",R08324,lizard,"1",119742.968
Sphenomorphus fasciatus,118957.103195,"8732",R08325,lizard,"1",118957.100
Sphenomorphus forbesi,292.137024,"8733",R08326,lizard,"1",292.135
Sphenomorphus fragilis,5816.907780,"8734",R08327,lizard,"1",5816.891
Sphenomorphus fragosus,8622.501175,"8735",R08328,lizard,"1",8622.501
Sphenomorphus fuscolineatus,144117.718496,"8736",R08329,lizard,"1",144034.613
Sphenomorphus grandisonae,1464.738721,"8737",R08330,lizard,"1",1464.769
Sphenomorphus granulatus,29779.906768,"8738",R08331,lizard,"1",29780.368
Sphenomorphus haasi,19.992561,"8739",R08332,lizard,"1",19.993
Sphenomorphus helenae,1969.069053,"8740",R08333,lizard,"1",1969.029
Sphenomorphus incognitus,1031577.141896,"8741",R08334,lizard,"1",1031612.607
Sphenomorphus indicus,5903553.334332,"8742",R08335,lizard,"1",5904450.124
Sphenomorphus ishaki,9.996281,"8743",R08336,lizard,"1",9.996
Sphenomorphus jobiensis,226395.822364,"8744",R08337,lizard,"1",226397.856
Sphenomorphus kinabaluensis,3331.150138,"8745",R08338,lizard,"1",3331.150
Sphenomorphus langkawiensis,9.852619,"8746",R08339,lizard,"1",9.853
Sphenomorphus latifasciatus,115742.083965,"8747",R08340,lizard,"1",115743.526
Sphenomorphus leptofasciatus,26679.917546,"8748",R08341,lizard,"1",26679.921
Sphenomorphus lineopunctulatus,40841.212538,"8749",R08342,lizard,"1",40908.312
Sphenomorphus longicaudatus,26747.759437,"8750",R08343,lizard,"1",26764.697
Sphenomorphus loriae,8287.437981,"8751",R08344,lizard,"1",8287.599
Sphenomorphus louisiadensis,294.492814,"8752",R08345,lizard,"1",294.493
Sphenomorphus maculatus,2540111.370406,"8753",R08346,lizard,"1",2540554.406
Sphenomorphus maculicollus,19.992561,"8754",R08347,lizard,"1",19.993
Sphenomorphus maindroni,55715.826406,"8755",R08348,lizard,"1",55715.796
Sphenomorphus malayanum,29366.351860,"8756",R08349,lizard,"1",29366.722
Sphenomorphus megalops,20544.215379,"8757",R08350,lizard,"1",20544.212
Sphenomorphus melanopogon,44316.451274,"8758",R08351,lizard,"1",44316.458
Sphenomorphus meyeri,93159.649211,"8759",R08352,lizard,"1",93158.623
Sphenomorphus microtympanus,117.388893,"8760",R08353,lizard,"1",117.390
Sphenomorphus mimicus,37507.628536,"8761",R08354,lizard,"1",37507.548
Sphenomorphus mimikanum,2818.685819,"8762",R08355,lizard,"1",2818.679
Sphenomorphus minutus,78125.600428,"8763",R08356,lizard,"1",78125.955
Sphenomorphus misolense,2025.073140,"8764",R08357,lizard,"1",2025.073
Sphenomorphus modigliani,9.996281,"8765",R08358,lizard,"1",9.996
Sphenomorphus muelleri,330064.737722,"8766",R08359,lizard,"1",330062.304
Sphenomorphus multisquamatus,71616.791356,"8767",R08360,lizard,"1",71616.794
Sphenomorphus murudensis,9.996281,"8768",R08361,lizard,"1",9.996
Sphenomorphus necopinatus,28.517190,"8769",R08362,lizard,"1",28.517
Sphenomorphus neuhaussi,15276.002630,"8770",R08363,lizard,"1",15275.892
Sphenomorphus nigriventris,43535.441918,"8771",R08364,lizard,"1",43535.167
Sphenomorphus nigrolabris,9119.441854,"8772",R08365,lizard,"1",9119.442
Sphenomorphus nigrolineatus,13443.861936,"8773",R08366,lizard,"1",13443.822
Sphenomorphus oligolepis,32170.821826,"8774",R08367,lizard,"1",32171.584
Sphenomorphus orientale,3158.751567,"8775",R08368,lizard,"1",3159.262
Sphenomorphus papuae,12742.427417,"8776",R08369,lizard,"1",12742.540
Sphenomorphus perhentianensis,5.721986,"8777",R08370,lizard,"1",5.722
Sphenomorphus praesignis,21929.769245,"8778",R08371,lizard,"1",21929.750
Sphenomorphus pratti,252218.180687,"8779",R08372,lizard,"1",252218.777
Sphenomorphus puncticentralis,19.992561,"8780",R08373,lizard,"1",19.993
Sphenomorphus rarus,3866.987827,"8781",R08374,lizard,"1",3867.184
