Binomial,Area,FID_2,TID,Group,Value,area2
Cyrtodactylus chanhomeae,1714.984612,"2982",R03992,lizard,"1",1714.833
Cyrtodactylus chauquangensis,9.996281,"2983",R03993,lizard,"1",9.996
Cyrtodactylus chrysopylos,96.799371,"2984",R03994,lizard,"1",96.799
Cyrtodactylus collegalensis,903070.036506,"2985",R03995,lizard,"1",903083.795
Cyrtodactylus condorensis,51.296370,"2986",R03996,lizard,"1",51.296
Cyrtodactylus consobrinoides,71441.157331,"2987",R03997,lizard,"1",71439.804
Cyrtodactylus consobrinus,274334.158796,"2988",R03998,lizard,"1",274334.214
Cyrtodactylus cracens,9.996281,"2989",R03999,lizard,"1",9.996
Cyrtodactylus cryptus,9.996281,"2990",R04000,lizard,"1",9.996
Cyrtodactylus cucdongensis,9.996281,"2991",R04001,lizard,"1",9.996
Cyrtodactylus cucphuongensis,19.992561,"2992",R04002,lizard,"1",19.993
Cyrtodactylus darevskii,9.996281,"2993",R04003,lizard,"1",9.996
Cyrtodactylus darmandvillei,15248.076913,"2994",R04004,lizard,"1",15248.095
Cyrtodactylus dati,19.992561,"2995",R04005,lizard,"1",19.993
Cyrtodactylus deccanensis,140891.238848,"2996",R04006,lizard,"1",140895.497
Cyrtodactylus derongo,9.996281,"2997",R04007,lizard,"1",9.996
Cyrtodactylus deveti,2283.895407,"2998",R04008,lizard,"1",2283.895
Cyrtodactylus doisuthep,9.996281,"2999",R04009,lizard,"1",9.996
Cyrtodactylus dumnuii,33202.274913,"3000",R04010,lizard,"1",33202.295
Cyrtodactylus durio,1.325421,"3001",R04011,lizard,"1",1.325
Cyrtodactylus edwardtaylori,9.996281,"3002",R04012,lizard,"1",9.996
Cyrtodactylus eisenmanae,11.477672,"3003",R04013,lizard,"1",11.478
Cyrtodactylus elok,7650.857019,"3004",R04014,lizard,"1",7650.857
Cyrtodactylus epiroticus,28535.618539,"3005",R04015,lizard,"1",28535.906
Cyrtodactylus erythrops,9.996281,"3006",R04016,lizard,"1",9.996
Cyrtodactylus fasciolatum,110853.595827,"3007",R04017,lizard,"1",110852.308
Cyrtodactylus feae,133722.229773,"3008",R04018,lizard,"1",133730.794
Cyrtodactylus fraenatus,2281.801454,"3009",R04019,lizard,"1",2281.831
Cyrtodactylus fumosus,4323.786385,"3010",R04020,lizard,"1",4323.779
Cyrtodactylus gansi,710.094329,"3011",R04021,lizard,"1",710.089
Cyrtodactylus gordongekkoi,4610.410189,"3012",R04022,lizard,"1",4610.410
Cyrtodactylus grismeri,19.992561,"3013",R04023,lizard,"1",19.993
Cyrtodactylus guakanthanensis,9.996281,"3014",R04024,lizard,"1",9.996
Cyrtodactylus gubaot,7051.647011,"3015",R04025,lizard,"1",7051.647
Cyrtodactylus gubernatoris,13996.420574,"3016",R04026,lizard,"1",13996.420
Cyrtodactylus halmahericus,18107.544651,"3017",R04027,lizard,"1",18107.545
Cyrtodactylus hikidai,9.996281,"3018",R04028,lizard,"1",9.996
Cyrtodactylus hontreensis,3.071847,"3019",R04029,lizard,"1",3.072
Cyrtodactylus hoskini,2130.313539,"3020",R04030,lizard,"1",2130.310
Cyrtodactylus huongsonensis,9.996281,"3021",R04031,lizard,"1",9.996
Cyrtodactylus huynhi,9.996281,"3022",R04032,lizard,"1",9.996
Cyrtodactylus ingeri,32312.245035,"3023",R04033,lizard,"1",32312.245
Cyrtodactylus interdigitalis,7580.352911,"3024",R04034,lizard,"1",7580.197
Cyrtodactylus intermedius,38863.059197,"3025",R04035,lizard,"1",38862.967
Cyrtodactylus inthanon,9.996281,"3026",R04036,lizard,"1",9.996
Cyrtodactylus irianjayaensis,1632.377358,"3027",R04037,lizard,"1",1632.377
Cyrtodactylus irregularis,7633.146442,"3028",R04038,lizard,"1",7633.195
Cyrtodactylus jaegeri,19.992561,"3029",R04039,lizard,"1",19.993
Cyrtodactylus jambangan,1464.155943,"3030",R04040,lizard,"1",1464.166
Cyrtodactylus jarakensis,9.996281,"3031",R04041,lizard,"1",9.996
Cyrtodactylus jarujini,7556.328520,"3032",R04042,lizard,"1",7556.854
Cyrtodactylus jelawangensis,9.996281,"3033",R04043,lizard,"1",9.996
Cyrtodactylus jellesmae,112379.456756,"3034",R04044,lizard,"1",112379.461
Cyrtodactylus jeyporensis,22899.891563,"3035",R04045,lizard,"1",22899.665
Cyrtodactylus khammouanensis,9.996281,"3036",R04046,lizard,"1",9.996
Cyrtodactylus khasiensis,90147.639282,"3037",R04047,lizard,"1",90155.719
Cyrtodactylus khelangensis,9.996281,"3038",R04048,lizard,"1",9.996
Cyrtodactylus kimberleyensis,2.757642,"3039",R04049,lizard,"1",2.758
Cyrtodactylus kingsadai,9.996281,"3040",R04050,lizard,"1",9.996
Cyrtodactylus klugei,813.717435,"3041",R04051,lizard,"1",813.717
Cyrtodactylus kunyai,9.996281,"3042",R04052,lizard,"1",9.996
Cyrtodactylus laevigatus,13197.354211,"3043",R04053,lizard,"1",13193.155
Cyrtodactylus langkawiensis,9.996281,"3044",R04054,lizard,"1",9.996
Cyrtodactylus lateralis,19.992561,"3045",R04055,lizard,"1",19.993
Cyrtodactylus leegrismeri,4.039414,"3046",R04056,lizard,"1",4.039
Cyrtodactylus lekaguli,15673.263629,"3047",R04057,lizard,"1",15673.262
Cyrtodactylus lomyenensis,17.005129,"3048",R04058,lizard,"1",17.005
Cyrtodactylus loriae,16680.800433,"3049",R04059,lizard,"1",16680.521
Cyrtodactylus louisiadensis,6258.193605,"3050",R04060,lizard,"1",6258.193
Cyrtodactylus macrotuberculatus,1034.096094,"3051",R04061,lizard,"1",1034.096
Cyrtodactylus majulah,9.996281,"3052",R04062,lizard,"1",9.996
Cyrtodactylus malayanus,19380.472864,"3053",R04063,lizard,"1",19380.565
Cyrtodactylus malcolmsmithi,25996.921455,"3054",R04064,lizard,"1",26002.848
Cyrtodactylus mamanwa,828.629861,"3055",R04065,lizard,"1",828.630
Cyrtodactylus mandalayensis,64671.890807,"3056",R04066,lizard,"1",65094.039
Cyrtodactylus markuscombaii,9.996281,"3057",R04067,lizard,"1",9.996
Cyrtodactylus marmoratus,19093.445320,"3058",R04068,lizard,"1",19093.428
Cyrtodactylus martini,9.996281,"3059",R04069,lizard,"1",9.996
Cyrtodactylus martinstolli,9.996281,"3060",R04070,lizard,"1",9.996
Cyrtodactylus matsuii,6689.921012,"3061",R04071,lizard,"1",6689.610
Cyrtodactylus mcdonaldi,26746.650282,"3062",R04072,lizard,"1",26746.719
Cyrtodactylus medioclivus,1944.943360,"3063",R04073,lizard,"1",1944.958
Cyrtodactylus metropolis,9.996281,"3064",R04074,lizard,"1",9.996
Cyrtodactylus mimikanus,108771.973735,"3065",R04075,lizard,"1",108784.931
Cyrtodactylus minor,66.151612,"3066",R04076,lizard,"1",66.151
Cyrtodactylus multiporus,9.996281,"3067",R04077,lizard,"1",9.996
Cyrtodactylus murua,901.249177,"3068",R04078,lizard,"1",901.249
Cyrtodactylus nebulosus,436670.768051,"3069",R04079,lizard,"1",436671.904
Cyrtodactylus nepalensis,9.996281,"3070",R04080,lizard,"1",9.996
Cyrtodactylus nigriocularis,9.996281,"3071",R04081,lizard,"1",9.996
Cyrtodactylus novaeguineae,14934.123694,"3072",R04082,lizard,"1",14934.479
Cyrtodactylus nuaulu,17400.251454,"3073",R04083,lizard,"1",17400.252
Cyrtodactylus oldhami,188713.481231,"3074",R04084,lizard,"1",188708.617
Cyrtodactylus otai,17.341657,"3075",R04085,lizard,"1",17.342
Cyrtodactylus pageli,1241.175416,"3076",R04086,lizard,"1",1241.212
Cyrtodactylus pantiensis,14887.868767,"3077",R04087,lizard,"1",14887.294
Cyrtodactylus papilionoides,4414.461724,"3078",R04088,lizard,"1",4414.431
Cyrtodactylus papuensis,32949.222407,"3079",R04089,lizard,"1",32947.422
Cyrtodactylus paradoxus,495.208623,"3080",R04090,lizard,"1",495.197
Cyrtodactylus payacola,29.988842,"3081",R04091,lizard,"1",29.989
Cyrtodactylus peguensis,54390.201550,"3082",R04092,lizard,"1",54389.409
Cyrtodactylus philippinicus,162217.931602,"3083",R04093,lizard,"1",162217.934
Cyrtodactylus phongnhakebangensis,9.996281,"3084",R04094,lizard,"1",9.996
Cyrtodactylus phuketensis,9.996281,"3085",R04095,lizard,"1",9.996
Cyrtodactylus phuocbinhensis,9.996281,"3086",R04096,lizard,"1",9.996
Cyrtodactylus phuquocensis,564.610219,"3087",R04097,lizard,"1",564.609
Cyrtodactylus pronarus,3070.546542,"3088",R04098,lizard,"1",3070.550
Cyrtodactylus pseudoquadrivirgatus,21659.963199,"3089",R04099,lizard,"1",21659.964
Cyrtodactylus pubisulcus,57423.744417,"3090",R04100,lizard,"1",57423.746
Cyrtodactylus puhuensis,9.996281,"3091",R04101,lizard,"1",9.996
Cyrtodactylus pulchellus,17957.936243,"3092",R04102,lizard,"1",17957.936
Cyrtodactylus quadrivirgatus,115340.077366,"3093",R04103,lizard,"1",115340.079
Cyrtodactylus ramboda,9.996281,"3094",R04104,lizard,"1",9.996
Cyrtodactylus ranongensis,19.992561,"3095",R04105,lizard,"1",19.993
Cyrtodactylus redimiculus,3256.801367,"3096",R04106,lizard,"1",3256.801
Cyrtodactylus robustus,294.492804,"3097",R04107,lizard,"1",294.493
Cyrtodactylus roesleri,19.992561,"3098",R04108,lizard,"1",19.993
Cyrtodactylus rosichonariefi,10.562791,"3099",R04109,lizard,"1",10.563
Cyrtodactylus rubidus,4885.585983,"3100",R04110,lizard,"1",4885.585
Cyrtodactylus russelli,1718.441228,"3101",R04111,lizard,"1",1718.441
Cyrtodactylus sadleiri,137.177119,"3102",R04112,lizard,"1",137.177
Cyrtodactylus saiyok,9.996281,"3103",R04113,lizard,"1",9.996
Cyrtodactylus salomonensis,24554.688125,"3104",R04114,lizard,"1",24554.690
Cyrtodactylus samroiyot,9.361202,"3105",R04115,lizard,"1",9.361
Cyrtodactylus sanook,8.430913,"3106",R04116,lizard,"1",8.431
Cyrtodactylus semenanjungensis,405979.420908,"3107",R04117,lizard,"1",405976.172
Cyrtodactylus semiadii,27.126178,"3108",R04118,lizard,"1",27.126
Cyrtodactylus seribuatensis,28.395222,"3109",R04119,lizard,"1",28.395
Cyrtodactylus sermowaiensis,101906.789994,"3110",R04120,lizard,"1",101911.104
Cyrtodactylus serratus,28401.381172,"3111",R04121,lizard,"1",28401.723
Cyrtodactylus sharkari,9.996281,"3112",R04122,lizard,"1",9.996
Cyrtodactylus slowinskii,2862.085663,"3113",R04123,lizard,"1",2862.065
Cyrtodactylus soba,723.605184,"3114",R04124,lizard,"1",723.605
Cyrtodactylus spelaeus,9.996281,"3115",R04125,lizard,"1",9.996
Cyrtodactylus spinosus,13.158208,"3116",R04126,lizard,"1",13.158
Cyrtodactylus stresemanni,9.996281,"3117",R04127,lizard,"1",9.996
Cyrtodactylus subsolanus,9.996281,"3118",R04128,lizard,"1",9.996
Cyrtodactylus sumonthai,1366.332555,"3119",R04129,lizard,"1",1366.335
Cyrtodactylus sumuroi,12571.076266,"3120",R04130,lizard,"1",12571.077
Cyrtodactylus surin,6.507050,"3121",R04131,lizard,"1",6.507
Cyrtodactylus sworderi,116326.561216,"3122",R04132,lizard,"1",116326.583
Cyrtodactylus takouensis,9.996281,"3123",R04133,lizard,"1",9.996
Cyrtodactylus tamaiensis,9.996281,"3124",R04134,lizard,"1",9.996
Cyrtodactylus tautbatorum,3825.030331,"3125",R04135,lizard,"1",3824.368
Cyrtodactylus taynguyenensis,9.996281,"3126",R04136,lizard,"1",9.996
Cyrtodactylus tebuensis,14.563427,"3127",R04137,lizard,"1",14.563
Cyrtodactylus teyniei,9.996281,"3128",R04138,lizard,"1",9.996
Cyrtodactylus thirakhupti,1135.316197,"3129",R04139,lizard,"1",1135.306
Cyrtodactylus thochuensis,9.432848,"3130",R04140,lizard,"1",9.433
Cyrtodactylus thuongae,9.996281,"3131",R04141,lizard,"1",9.996
Cyrtodactylus tibetanus,18922.045230,"3132",R04142,lizard,"1",18918.850
Cyrtodactylus tigroides,1341.130213,"3133",R04143,lizard,"1",1341.122
Cyrtodactylus timur,15.019171,"3134",R04144,lizard,"1",15.019
Cyrtodactylus tiomanensis,9.996281,"3135",R04145,lizard,"1",9.996
Cyrtodactylus triedrus,24361.301484,"3136",R04146,lizard,"1",24361.325
Cyrtodactylus trilatofasciatus,9.996281,"3137",R04147,lizard,"1",9.996
Cyrtodactylus tripartitus,212.640129,"3138",R04148,lizard,"1",212.640
Cyrtodactylus tuberculatus,58806.370158,"3139",R04149,lizard,"1",58808.835
Cyrtodactylus variegatus,44045.076346,"3140",R04150,lizard,"1",44043.839
Cyrtodactylus vilaphongi,9.996281,"3141",R04151,lizard,"1",9.996
Cyrtodactylus wakeorum,8251.985008,"3142",R04152,lizard,"1",8252.477
Cyrtodactylus wallacei,29.988842,"3143",R04153,lizard,"1",29.989
Cyrtodactylus wangkulangkulae,9.996281,"3144",R04154,lizard,"1",9.996
Cyrtodactylus wayakonei,19.992561,"3145",R04155,lizard,"1",19.993
Cyrtodactylus wetariensis,2642.825858,"3146",R04156,lizard,"1",2642.826
Cyrtodactylus yakhuna,21228.699069,"3147",R04157,lizard,"1",21228.655
Cyrtodactylus yangbayensis,19.992561,"3148",R04158,lizard,"1",19.993
Cyrtodactylus yoshii,15008.661414,"3149",R04159,lizard,"1",15008.661
Cyrtodactylus zhaoermii,9.996281,"3150",R04160,lizard,"1",9.996
Cyrtodactylus ziegleri,9.996281,"3151",R04161,lizard,"1",9.996
Cyrtodactylus zugi,3596.355908,"3152",R04162,lizard,"1",3596.356
Cyrtopodion agamuroides,530489.252960,"3153",R04163,lizard,"1",530503.961
Cyrtopodion aravallensis,100970.736443,"3154",R04164,lizard,"1",100966.084
Cyrtopodion baigii,19.992561,"3155",R04165,lizard,"1",19.993
Cyrtopodion battalense,2529.306641,"3156",R04166,lizard,"1",2529.307
Cyrtopodion belaense,19.992561,"3157",R04167,lizard,"1",19.993
Cyrtopodion brevipes,11013.477795,"3158",R04168,lizard,"1",11013.912
Cyrtopodion dattanense,7681.877199,"3159",R04169,lizard,"1",7681.858
Cyrtopodion fortmunroi,13579.661502,"3160",R04170,lizard,"1",13580.556
Cyrtopodion gastrophole,43278.314710,"3161",R04171,lizard,"1",43278.270
Cyrtopodion golubevi,13.763491,"3162",R04172,lizard,"1",13.763
Cyrtopodion himalayanum,24412.985618,"3163",R04173,lizard,"1",24414.224
Cyrtopodion hormozganum,9.996281,"3164",R04174,lizard,"1",9.996
Cyrtopodion indusoani,10333.462809,"3165",R04175,lizard,"1",10333.470
Cyrtopodion kachhense,89015.264524,"3166",R04176,lizard,"1",89017.628
Cyrtopodion kiabii,7517.248347,"3167",R04177,lizard,"1",7577.133
Cyrtopodion kirmanense,33681.424590,"3168",R04178,lizard,"1",33682.901
Cyrtopodion kohsulaimanai,33199.388086,"3169",R04179,lizard,"1",33194.105
Cyrtopodion lawderanum,112384.804112,"3170",R04180,lizard,"1",112382.315
Cyrtopodion mansarulus,40967.085906,"3171",R04181,lizard,"1",40972.877
Cyrtopodion medogense,10745.730021,"3172",R04182,lizard,"1",10744.690
Cyrtopodion montiumsalsorum,29164.266756,"3173",R04183,lizard,"1",29176.056
Cyrtopodion persepolense,19.041996,"3174",R04184,lizard,"1",19.042
Cyrtopodion potoharense,73722.706671,"3175",R04185,lizard,"1",73723.059
Cyrtopodion rhodocauda,16391.893185,"3176",R04186,lizard,"1",16423.345
Cyrtopodion rohtasfortai,18438.302265,"3177",R04187,lizard,"1",18440.869
Cyrtopodion sistanense,1028.782360,"3179",R04189,lizard,"1",1028.781
Cyrtopodion watsoni,45014.238945,"3180",R04190,lizard,"1",45015.044
Daboia deserti,154264.779977,"3181",R09679,snake,"1",154257.303
Daboia mauritanica,537190.915934,"3182",R09680,snake,"1",537185.138
Daboia palaestinae,32476.242968,"3183",R09681,snake,"1",32476.258
Daboia russelii,3221346.096919,"3184",R09682,snake,"1",3221357.298
Daboia siamensis,764499.049230,"3185",R09683,snake,"1",764624.156
Dactylocnemis pacificus,107548.218030,"3186",R02457,lizard,"1",107550.471
Dalmatolacerta oxycephala,44448.645871,"3187",R05306,lizard,"1",44454.201
Dalophia angolensis,293750.855678,"3188",R00628,worm lizard,"1",293872.340
Dalophia ellenbergeri,61003.690535,"3189",R00629,worm lizard,"1",61002.412
Dalophia gigantea,20580.830404,"3190",R00630,worm lizard,"1",20580.722
Dalophia longicauda,144760.658651,"3191",R00631,worm lizard,"1",144754.677
Dalophia luluae,6172.303952,"3192",R00632,worm lizard,"1",6172.284
Dalophia pistillum,1376313.335047,"3193",R00633,worm lizard,"1",1376407.604
Darevskia bithynica,9.996281,"3197",R05310,lizard,"1",9.996
Darevskia brauneri,91549.646105,"3198",R05311,lizard,"1",91552.586
Darevskia clarkorum,25500.339886,"3202",R05315,lizard,"1",25496.582
Darevskia lindholmi,25395.247162,"3210",R05323,lizard,"1",25395.452
Darevskia pontica,318525.339701,"3213",R05326,lizard,"1",318545.686
Darevskia sapphirina,4777.294355,"3219",R05332,lizard,"1",4777.288
Darevskia uzzelli,16529.055083,"3224",R05337,lizard,"1",16529.032
Dasia griffini,3886.133327,"3226",R07420,lizard,"1",3886.133
Dasia grisea,249430.770457,"3227",R07421,lizard,"1",249429.960
Dasia haliana,27723.204481,"3228",R07422,lizard,"1",27723.205
Dasia johnsinghi,9.996281,"3229",R07423,lizard,"1",9.996
Dasia nicobarensis,129.802202,"3230",R07424,lizard,"1",129.802
Dasia olivacea,1938985.169070,"3231",R07425,lizard,"1",1938987.370
Dasia semicincta,167203.987778,"3232",R07426,lizard,"1",167194.350
Dasia subcaerulea,54814.140925,"3233",R07427,lizard,"1",54820.536
Dasia vittata,434248.055176,"3234",R07428,lizard,"1",434248.067
Dasypeltis abyssina,220457.974898,"3235",R01265,snake,"1",220461.916
Dasypeltis atra,1123508.594138,"3236",R01266,snake,"1",1123601.512
Dasypeltis confusa,3565659.560665,"3237",R01267,snake,"1",3567543.237
Dasypeltis fasciata,6443124.669297,"3238",R01268,snake,"1",6445431.673
Dasypeltis gansi,488741.065653,"3239",R01269,snake,"1",488760.211
Dasypeltis inornata,214959.081532,"3240",R01270,snake,"1",214916.829
Dasypeltis latericia,387890.251493,"3241",R01271,snake,"1",387910.601
Dasypeltis medici,239449.494473,"3242",R01272,snake,"1",239450.144
Dasypeltis palmarum,494370.178676,"3243",R01273,snake,"1",494380.636
Dasypeltis parascabra,9.996281,"3244",R01274,snake,"1",9.996
Dasypeltis sahelensis,452475.499568,"3245",R01275,snake,"1",452486.606
Dasypeltis scabra,14000252.090016,"3246",R01276,snake,"1",14000584.995
Deinagkistrodon acutus,1182761.948983,"3247",R09684,snake,"1",1181833.987
Deirochelys reticularia,1016968.128581,"3248",R09985,turtle,"1",1017012.568
Delma australis,2220843.882271,"3249",R06919,lizard,"1",2220830.032
Delma borea,2226207.491930,"3250",R06920,lizard,"1",2226215.051
Delma butleri,3138588.648721,"3251",R06921,lizard,"1",3138590.114
Delma concinna,36438.896706,"3252",R06922,lizard,"1",36438.825
Delma desmosa,1023325.928110,"3253",R06923,lizard,"1",1023335.567
Delma elegans,50695.417467,"3254",R06924,lizard,"1",50695.182
Delma fraseri,739602.459056,"3255",R06925,lizard,"1",739562.658
Delma grayii,184308.582510,"3256",R06926,lizard,"1",184308.332
Delma haroldi,586334.688193,"3257",R06927,lizard,"1",586357.313
Delma hebesa,6227.780366,"3258",R06928,lizard,"1",6231.279
Delma impar,248141.934773,"3259",R06929,lizard,"1",248140.834
Delma inornata,809106.166261,"3260",R06930,lizard,"1",809101.960
Delma labialis,17812.265799,"3261",R06931,lizard,"1",17812.537
Delma mitella,8377.078516,"3262",R06932,lizard,"1",8377.077
Delma molleri,97565.637540,"3263",R06933,lizard,"1",97565.400
Delma nasuta,2963934.864617,"3264",R06934,lizard,"1",2963944.475
Delma pax,506085.948412,"3265",R06935,lizard,"1",506088.914
Delma petersoni,245693.390972,"3266",R06936,lizard,"1",245665.061
Delma plebeia,202122.556691,"3267",R06937,lizard,"1",202122.513
Delma tealei,5799.691295,"3268",R06938,lizard,"1",5799.847
Delma tincta,5796139.469369,"3269",R06939,lizard,"1",5796154.070
Delma torquata,90915.703765,"3270",R06940,lizard,"1",90916.410
Demansia angusticeps,213711.195184,"3271",R03441,snake,"1",213723.003
Demansia calodera,45417.300703,"3272",R03442,snake,"1",45415.920
Demansia flagellatio,44521.202296,"3273",R03443,snake,"1",44522.223
Demansia olivacea,299347.579799,"3274",R03444,snake,"1",299351.907
Demansia papuensis,616467.740160,"3275",R03445,snake,"1",616511.160
Demansia psammophis,3659270.682454,"3276",R03446,snake,"1",3659179.544
Demansia quaesitor,262631.424422,"3277",R03447,snake,"1",262647.056
Demansia reticulata,115364.500402,"3278",R03448,snake,"1",115357.518
Demansia rimicola,833992.268258,"3279",R03449,snake,"1",833925.211
Demansia rufescens,105651.166270,"3280",R03450,snake,"1",105662.320
Demansia shinei,374645.916857,"3281",R03451,snake,"1",374668.845
Demansia simplex,25129.152452,"3282",R03452,snake,"1",25130.323
Demansia torquata,1989119.176574,"3283",R03453,snake,"1",1989314.530
Demansia vestigiata,1127614.283429,"3284",R03454,snake,"1",1127790.665
Dendragama boulengeri,9706.418845,"3285",R00182,lizard,"1",9706.419
Dendrelaphis andamanensis,9.996281,"3286",R01277,snake,"1",9.996
Dendrelaphis ashoki,6.279052,"3287",R01278,snake,"1",6.279
Dendrelaphis bifrenalis,494212.895530,"3288",R01279,snake,"1",494222.183
Dendrelaphis biloreatus,221731.012789,"3289",R01280,snake,"1",221724.312
Dendrelaphis calligastra,724565.425481,"3290",R01281,snake,"1",724567.766
Dendrelaphis caudolineatus,1338836.345466,"3291",R01282,snake,"1",1338836.693
Dendrelaphis caudolineolatus,29046.542634,"3292",R01283,snake,"1",29046.544
Dendrelaphis chairecacos,27.045875,"3293",R01284,snake,"1",27.046
Dendrelaphis cyanochloris,346976.273375,"3294",R01285,snake,"1",346972.311
Dendrelaphis flavescens,693.942297,"3295",R01286,snake,"1",693.942
Dendrelaphis formosus,2590387.484370,"3296",R01287,snake,"1",2590767.685
