Binomial,Area,FID_2,TID,Group,Value,area
Podarcis melisellensis,50979.52293,7586,R05507,lizard,1,50981222347
Podarcis milensis,242.859713,7587,R05508,lizard,1,242860099.2
Podarcis muralis,1836392.492,7588,R05509,lizard,1,1.83642E+12
Podarcis peloponnesiacus,21830.28403,7589,R05510,lizard,1,21830282881
Podarcis pityusensis,741.262358,7590,R05511,lizard,1,741263544.8
Podarcis raffoneae,71.511654,7591,R05512,lizard,1,71511631.71
Podarcis siculus,275645.3665,7592,R05513,lizard,1,2.75653E+11
Podarcis tauricus,557945.8803,7593,R05514,lizard,1,5.57948E+11
Podarcis tiliguerta,32891.79315,7594,R05515,lizard,1,32891797199
Podarcis vaucheri,366421.9756,7595,R05516,lizard,1,3.66415E+11
Podarcis virescens,170957.726,7596,R05517,lizard,1,1.70956E+11
Podarcis waglerianus,23912.46366,7597,R05518,lizard,1,23912459648
Pogona barbata,1475568.859,7605,R00396,lizard,1,1.4756E+12
Pogona henrylawsoni,185561.057,7606,R00397,lizard,1,1.85563E+11
Pogona microlepidota,39714.67434,7607,R00398,lizard,1,39715410839
Pogona minima,638426.0362,7608,R00399,lizard,1,6.38421E+11
Pogona minor,2602618.642,7609,R00400,lizard,1,2.60262E+12
Pogona mitchelli,1065122.083,7610,R00401,lizard,1,1.06515E+12
Pogona nullarbor,204229.5261,7611,R00402,lizard,1,2.04226E+11
Pogona vitticeps,1782656.829,7612,R00403,lizard,1,1.78266E+12
Polychrus acutirostris,6478738.381,7625,R06887,lizard,1,6.47874E+12
Polychrus femoralis,135902.035,7626,R06888,lizard,1,1.35907E+11
Polychrus gutturosus,402645.7143,7627,R06889,lizard,1,4.02646E+11
Polychrus jacquelinae,9.996281,7628,R06890,lizard,1,9996280.673
Polychrus liogaster,1513980.333,7629,R06891,lizard,1,1.51626E+12
Polychrus marmoratus,9316666.02,7630,R06892,lizard,1,9.31673E+12
Polychrus peruvianus,57705.3728,7631,R06893,lizard,1,57705391126
Poromera fordii,657793.4475,7632,R05519,lizard,1,6.57803E+11
Potamites apodemus,2320.188175,7642,R05046,lizard,1,2320216460
Potamites cochranae,66322.56685,7643,R05047,lizard,1,66322648819
Potamites ecpleopus,3514514.446,7644,R05048,lizard,1,3.51452E+12
Potamites erythrocularis,427.158107,7645,R05049,lizard,1,427158628.6
Potamites flavogularis,28.973307,7646,R05050,lizard,1,28973307.13
Potamites juruazensis,235635.2801,7647,R05051,lizard,1,2.35644E+11
Potamites montanicola,19.992561,7648,R05052,lizard,1,19992561.35
Potamites ocellatus,11903.01801,7649,R05053,lizard,1,11903264625
Potamites strangulatus,244638.0938,7650,R05054,lizard,1,2.44644E+11
Prasinohaema flavipes,49778.32881,7651,R08167,lizard,1,49779172797
Prasinohaema parkeri,953.920587,7652,R08168,lizard,1,953908153
Prasinohaema prehensicauda,56455.06517,7653,R08169,lizard,1,56455389362
Prasinohaema semoni,66691.24021,7654,R08170,lizard,1,66690418712
Prasinohaema virens,67053.07608,7655,R08171,lizard,1,67057319164
Pristidactylus achalensis,2620.454901,7656,R05926,lizard,1,2620455107
Pristidactylus alvaroi,194.010355,7657,R05927,lizard,1,194023553.4
Pristidactylus araucanus,95558.11081,7658,R05928,lizard,1,95572057340
Pristidactylus casuhatiensis,2337.276613,7659,R05929,lizard,1,2337200393
Pristidactylus fasciatus,130971.3289,7660,R05930,lizard,1,1.31011E+11
Pristidactylus nigroiugulus,60328.55638,7661,R05931,lizard,1,60572477481
Pristidactylus scapulatus,27989.51533,7662,R05932,lizard,1,27985677919
Pristidactylus torquatus,142522.0183,7663,R05933,lizard,1,1.42523E+11
Pristidactylus valeriae,12669.67763,7664,R05934,lizard,1,12669429580
Pristidactylus volcanensis,139.021765,7665,R05935,lizard,1,139019430.6
Pristurus abdelkuri,2818.159792,7666,R08656,lizard,1,2818160044
Pristurus adrarensis,19.992561,7667,R08657,lizard,1,19992561.35
Pristurus carteri,205771.458,7668,R08658,lizard,1,2.05786E+11
Pristurus celerrimus,30036.97021,7669,R08659,lizard,1,30035959712
Pristurus collaris,77455.69489,7670,R08660,lizard,1,77478831913
Pristurus crucifer,806288.6789,7671,R08661,lizard,1,8.06294E+11
Pristurus flavipunctatus,1830763.39,7672,R08662,lizard,1,1.83071E+12
Pristurus gallagheri,6215.116302,7673,R08663,lizard,1,6215116302
Pristurus guichardi,3622.527072,7674,R08664,lizard,1,3622526932
Pristurus insignis,3622.534613,7675,R08665,lizard,1,3622534785
Pristurus insignoides,505.405264,7676,R08666,lizard,1,505405331.7
Pristurus longipes,15.681223,7677,R08667,lizard,1,15681223.96
Pristurus mazbah,2902.942247,7678,R08668,lizard,1,2902942247
Pristurus minimus,205929.9893,7679,R08669,lizard,1,2.05965E+11
Pristurus obsti,3622.529918,7680,R08670,lizard,1,3622530578
Pristurus ornithocephalus,62082.38731,7681,R08671,lizard,1,62083420105
Pristurus phillipsii,416493.3044,7682,R08672,lizard,1,4.16523E+11
Pristurus popovi,37868.99595,7683,R08673,lizard,1,37869184168
Pristurus rupestris,809570.1248,7684,R08674,lizard,1,8.09686E+11
Pristurus saada,65867.24229,7685,R08675,lizard,1,65867036363
Pristurus samhaensis,49.461866,7686,R08676,lizard,1,49461858.14
Pristurus schneideri,67.499777,7687,R08677,lizard,1,67499824.63
Pristurus simonettai,93277.91016,7688,R08678,lizard,1,93278981912
Pristurus sokotranus,3622.534912,7689,R08679,lizard,1,3622534726
Pristurus somalicus,1861.629158,7690,R08680,lizard,1,1861629194
Proablepharus barrylyoni,2945.076412,7691,R08172,lizard,1,2945051369
Proablepharus kinghorni,1177259.406,7692,R08173,lizard,1,1.17727E+12
Proablepharus naranjicaudus,41078.20387,7693,R08174,lizard,1,41079102712
Proablepharus reginae,2055655.25,7694,R08175,lizard,1,2.05567E+12
Proablepharus tenuis,1238955.567,7695,R08176,lizard,1,1.23896E+12
Procellosaurinus erythrocercus,148332.2307,7697,R05055,lizard,1,1.48332E+11
Procellosaurinus tetradactylus,147093.7115,7698,R05056,lizard,1,1.47094E+11
Proctoporus bolivianus,166573.5777,7699,R05057,lizard,1,1.66574E+11
Proctoporus carabaya,9.996281,7700,R05058,lizard,1,9996280.673
Proctoporus cephalolineatus,9.996281,7701,R05059,lizard,1,9996280.673
Proctoporus chasqui,15.30518,7702,R05060,lizard,1,15305180.34
Proctoporus guentheri,237343.435,7703,R05061,lizard,1,2.37346E+11
Proctoporus iridescens,5422.863907,7704,R05062,lizard,1,5422210542
Proctoporus kiziriani,9.996281,7705,R05063,lizard,1,9996280.673
Proctoporus lacertus,4372.771256,7706,R05064,lizard,1,4372771330
Proctoporus machupicchu,19.992561,7707,R05065,lizard,1,19992561.35
Proctoporus pachyurus,12044.11159,7708,R05066,lizard,1,12044382210
Proctoporus sucullucu,4817.34815,7709,R05067,lizard,1,4817064874
Proctoporus unsaacae,5678.213069,7710,R05068,lizard,1,5678213101
Proctoporus xestus,211716.0292,7711,R05069,lizard,1,2.11719E+11
Proscelotes aenea,451.69407,7712,R08177,lizard,1,451661854.3
Proscelotes arnoldi,83193.5356,7713,R08178,lizard,1,83189190491
Proscelotes eggeli,5991.477166,7714,R08179,lizard,1,5991457724
Psammodromus algirus,1201028.508,7748,R05520,lizard,1,1.20103E+12
Psammodromus blanci,171700.6227,7749,R05521,lizard,1,1.71693E+11
Psammodromus hispanicus,550490.3799,7750,R05522,lizard,1,5.50512E+11
Psammodromus microdactylus,17039.89652,7751,R05523,lizard,1,17039780775
Psammodromus occidentalis,39944.23081,7752,R05524,lizard,1,40041658819
Psammophilus blanfordanus,889823.6035,7755,R00404,lizard,1,8.89834E+11
Psammophilus dorsalis,369527.2919,7756,R00405,lizard,1,3.6957E+11
Pseudemoia baudini,56929.33132,7813,R08180,lizard,1,56924226635
Pseudemoia cryodroma,19728.61386,7814,R08181,lizard,1,19729022263
Pseudemoia entrecasteauxii,356309.5692,7815,R08182,lizard,1,3.56288E+11
Pseudemoia pagenstecheri,551265.2217,7816,R08183,lizard,1,5.51261E+11
Pseudemoia rawlinsoni,77861.54642,7817,R08184,lizard,1,77859026283
Pseudemoia spenceri,113934.4717,7818,R08185,lizard,1,1.13934E+11
Pseuderemias brenneri,563890.0149,7828,R05525,lizard,1,5.6391E+11
Pseuderemias erythrosticta,224346.8791,7829,R05526,lizard,1,2.2438E+11
Pseuderemias mucronata,453826.9003,7830,R05527,lizard,1,4.53813E+11
Pseuderemias savagei,69732.92535,7831,R05528,lizard,1,69732767364
Pseuderemias septemstriata,184140.8143,7832,R05529,lizard,1,1.84167E+11
Pseuderemias smithii,54007.46086,7833,R05530,lizard,1,53993588072
Pseuderemias striatus,1090032.893,7834,R05531,lizard,1,1.09005E+12
Pseudoacontias angelorum,1035.573302,7835,R08186,lizard,1,1035572885
Pseudoacontias menamainty,845.423907,7836,R08188,lizard,1,845423374
Pseudoacontias unicolor,17.452776,7837,R08189,lizard,1,17452762.41
Pseudocalotes andamanensis,1434.194376,7848,R00406,lizard,1,1434191416
Pseudocalotes austeniana,21879.52196,7849,R00407,lizard,1,21880379191
Pseudocalotes brevipes,196583.779,7850,R00408,lizard,1,1.96576E+11
Pseudocalotes cybelidermus,19.992561,7851,R00409,lizard,1,19992561.35
Pseudocalotes dringi,2902.824611,7852,R00410,lizard,1,2902766900
Pseudocalotes flavigula,9.996281,7853,R00411,lizard,1,9996280.674
Pseudocalotes floweri,118379.0071,7854,R00412,lizard,1,1.18383E+11
Pseudocalotes guttalineatus,19.992561,7855,R00413,lizard,1,19992561.35
Pseudocalotes kakhienensis,144020.0704,7856,R00414,lizard,1,1.4402E+11
Pseudocalotes khaonanensis,1765.187771,7857,R00415,lizard,1,1765187811
Pseudocalotes kingdonwardi,16379.74081,7858,R00416,lizard,1,16380587854
Pseudocalotes larutensis,9.996281,7859,R00417,lizard,1,9996280.672
Pseudocalotes microlepis,1106215.104,7860,R00418,lizard,1,1.10624E+12
Pseudocalotes poilani,19.992561,7861,R00419,lizard,1,19992561.35
Pseudocalotes rhammanotus,9.996281,7862,R00420,lizard,1,9996280.673
Pseudocalotes saravacensis,9.996281,7863,R00421,lizard,1,9996280.673
Pseudocalotes tympanistriga,8713.933309,7864,R00422,lizard,1,8713933573
Pseudocalotes ziegleri,10.38045,7865,R00423,lizard,1,10380450.48
Pseudoceramodactylus khobarensis,124749.4612,7866,R04745,lizard,1,1.24741E+11
Pseudocophotis kontumensis,9.996281,7870,R00424,lizard,1,9996280.67
Pseudocophotis sumatrana,555825.5052,7871,R00425,lizard,1,5.55826E+11
Pseudocordylus langi,31090.83058,7872,R01969,lizard,1,31091048045
Pseudocordylus melanotus,150876.7061,7873,R01970,lizard,1,1.50874E+11
Pseudocordylus microlepidotus,220418.1916,7874,R01971,lizard,1,2.20404E+11
Pseudocordylus spinosus,16851.35043,7875,R01972,lizard,1,16851122670
Pseudocordylus subviridis,114054.9522,7876,R01973,lizard,1,1.13954E+11
Pseudocordylus transvaalensis,25744.38653,7877,R01974,lizard,1,25742386439
Pseudogekko brevipes,15049.81067,7882,R04746,lizard,1,15049810922
Pseudogekko chavacano,3469.556263,7883,R04747,lizard,1,3468417394
Pseudogekko compresicorpus,239672.1056,7884,R04748,lizard,1,2.3967E+11
Pseudogekko ditoy,3.857821,7885,R04749,lizard,1,3857818.09
Pseudogekko pungkaypinit,4322.093239,7886,R04750,lizard,1,4322936870
Pseudogekko smaragdinus,920.814141,7887,R04751,lizard,1,920813893.4
Pseudogonatodes barbouri,60909.56499,7888,R08681,lizard,1,60910049252
Pseudogonatodes furvus,1627.079829,7889,R08682,lizard,1,1627078951
Pseudogonatodes gasconi,9.996281,7890,R08683,lizard,1,9996280.672
Pseudogonatodes guianensis,3631306.856,7891,R08684,lizard,1,3.63133E+12
Pseudogonatodes lunulatus,68483.02361,7892,R08685,lizard,1,68153280023
Pseudogonatodes manessi,19.992561,7893,R08686,lizard,1,19992561.35
Pseudogonatodes peruvianus,77918.82079,7894,R08687,lizard,1,77920956792
Pseudothecadactylus australis,55400.26495,7922,R02537,lizard,1,55400744329
Pseudothecadactylus cavaticus,37498.98131,7923,R02538,lizard,1,37500327607
Pseudothecadactylus lindneri,248910.4326,7924,R02539,lizard,1,2.48912E+11
Pseudotrapelus aqabensis,6734.243328,7926,R00426,lizard,1,6735783987
Pseudotrapelus chlodnickii,9.996281,7927,R00427,lizard,1,9996280.673
Pseudotrapelus dhofarensis,9.996281,7928,R00428,lizard,1,9996280.673
Pseudotrapelus jensvindumi,9.996281,7929,R00429,lizard,1,9996280.673
Pseudotrapelus sinaitus,3875902.968,7930,R00430,lizard,1,3.87654E+12
Psilophthalmus paeminosus,64659.34755,7951,R05070,lizard,1,64659350432
Psychosaura agmosticha,98488.67402,7955,R08190,lizard,1,98488674362
Psychosaura macrorhyncha,768903.5952,7956,R08191,lizard,1,7.68904E+11
Ptenopus carpi,37152.77054,7957,R04752,lizard,1,37152491410
Ptenopus garrulus,1271896.81,7958,R04753,lizard,1,1.2719E+12
Ptenopus kochi,50807.70709,7959,R04754,lizard,1,50807853615
Ptychoglossus bicolor,32019.04834,7968,R05071,lizard,1,32019037909
Ptychoglossus bilineatus,9.996281,7969,R05072,lizard,1,9996280.673
Ptychoglossus brevifrontalis,3714284.254,7970,R05073,lizard,1,3.71441E+12
Ptychoglossus danieli,7017.110924,7971,R05074,lizard,1,7017110773
Ptychoglossus eurylepis,3912.316052,7972,R05075,lizard,1,3912316245
Ptychoglossus festae,78824.49206,7973,R05076,lizard,1,78824460448
Ptychoglossus gorgonae,94468.75743,7974,R05077,lizard,1,94469412957
Ptychoglossus grandisquamatus,928.334147,7975,R05078,lizard,1,928336050.7
Ptychoglossus kugleri,662.649432,7976,R05079,lizard,1,662647768.8
Ptychoglossus myersi,33200.33145,7977,R05080,lizard,1,33200492507
Ptychoglossus nicefori,269224.6416,7978,R05081,lizard,1,2.69227E+11
Ptychoglossus plicatus,80166.62916,7979,R05082,lizard,1,80166590290
Ptychoglossus romaleos,1215.333472,7980,R05083,lizard,1,1215336450
Ptychoglossus stenolepis,6040.072773,7981,R05084,lizard,1,6040076128
Ptychoglossus vallensis,10055.18486,7982,R05085,lizard,1,10055187350
Ptychozoon horsfieldii,757391.6728,7984,R04755,lizard,1,7.57392E+11
Ptychozoon intermedium,53064.84679,7985,R04756,lizard,1,53065034613
Ptychozoon kaengkrachanense,19.992561,7986,R04757,lizard,1,19992561.35
Ptychozoon kuhli,1425936.59,7987,R04758,lizard,1,1.42594E+12
Ptychozoon lionotum,1380680.268,7988,R04759,lizard,1,1.38073E+12
Ptychozoon nicobarensis,692.95825,7989,R04760,lizard,1,692958564.3
Ptychozoon rhacophorus,9.996281,7990,R04761,lizard,1,9996280.672
Ptychozoon trinotaterra,68644.95593,7991,R04762,lizard,1,68599820844
Ptyctolaemus collicristatus,2246.674846,7992,R00431,lizard,1,2246674945
Ptyctolaemus gularis,181408.8626,7993,R00432,lizard,1,1.81419E+11
Ptyodactylus ananjevae,9.996281,7994,R06844,lizard,1,9996280.673
Ptyodactylus dhofarensis,9.996281,7995,R06845,lizard,1,9996280.67
Ptyodactylus guttatus,169560.7983,7996,R06846,lizard,1,1.6956E+11
Ptyodactylus hasselquistii,2222068.218,7997,R06847,lizard,1,2.22209E+12
Ptyodactylus homolepis,2732.467887,7998,R06848,lizard,1,2732436152
Ptyodactylus orlovi,1538.576556,7999,R06849,lizard,1,1538587543
Ptyodactylus oudrii,419899.2945,8000,R06850,lizard,1,4.1988E+11
Ptyodactylus puiseuxi,67764.66648,8001,R06851,lizard,1,67765712511
Ptyodactylus ragazzii,3856073.443,8002,R06852,lizard,1,3.85609E+12
Pygmaeascincus koshlandae,9799.493901,8003,R08192,lizard,1,9799592461
Pygmaeascincus sadlieri,12965.41062,8004,R08193,lizard,1,12966146819
Pygmaeascincus timlowi,360851.0648,8005,R08194,lizard,1,3.60854E+11
Pygomeles braconnieri,9654.73819,8006,R08195,lizard,1,9654700694
Pygomeles petteri,1657.263553,8007,R08196,lizard,1,1657381016
Pygopus lepidopodus,1668196.519,8008,R06946,lizard,1,1.66817E+12
Pygopus nigriceps,6780076.668,8009,R06947,lizard,1,6.78009E+12
Pygopus robertsi,57708.19874,8010,R06948,lizard,1,57709439610
Pygopus schraderi,2272321.741,8011,R06949,lizard,1,2.27237E+12
Pygopus steelescotti,537161.295,8012,R06950,lizard,1,5.37164E+11
Quedenfeldtia moerens,80461.92998,8026,R08688,lizard,1,80462417894
Quedenfeldtia trachyblepharus,19956.37887,8027,R08689,lizard,1,19955922975
Ramigekko swartbergensis,7289.038894,8032,R04763,lizard,1,7288816681
Rankinia diemensis,250564.2466,8054,R00433,lizard,1,2.50567E+11
Rhachisaurus brachylepis,247285.6524,8089,R05086,lizard,1,2.47286E+11
Rhacodactylus auriculatus,9621.502971,8090,R02540,lizard,1,9620657285
Rhacodactylus leachianus,12699.48362,8091,R02541,lizard,1,12699519101
Rhacodactylus trachycephalus,0.560271,8092,R02542,lizard,1,560270.329
Rhacodactylus trachyrhynchus,2782.984955,8093,R02543,lizard,1,2783394691
Rhampholeon acuminatus,30.992426,8138,R01009,lizard,1,30992434.51
Rhampholeon beraduccii,23.312786,8139,R01010,lizard,1,23312774.71
Rhampholeon boulengeri,450126.3932,8140,R01011,lizard,1,4.50131E+11
Rhampholeon bruessoworum,14.678775,8141,R01012,lizard,1,14678775.01
Rhampholeon chapmanorum,1739.369953,8142,R01013,lizard,1,1739365475
Rhampholeon gorongosae,14456.35102,8143,R01014,lizard,1,14456560618
Rhampholeon hattinghi,9.996281,8144,R01015,lizard,1,9996280.673
Rhampholeon marshalli,82197.29609,8145,R01016,lizard,1,82197868297
Rhampholeon maspictus,71.455846,8146,R01017,lizard,1,71455868.05
Rhampholeon moyeri,1267.932996,8147,R01018,lizard,1,1267932901
Rhampholeon nchisiensis,56302.27544,8148,R01019,lizard,1,56302033202
Rhampholeon nebulauctor,27.295523,8149,R01020,lizard,1,27295493.86
Rhampholeon platyceps,13330.04282,8150,R01021,lizard,1,13329063815
Rhampholeon spectrum,1784568.488,8151,R01022,lizard,1,1.78472E+12
Rhampholeon spinosus,4023.571274,8152,R01023,lizard,1,4023569848
Rhampholeon temporalis,4566.517052,8153,R01024,lizard,1,4566513166
Rhampholeon tilburyi,531.822655,8154,R01025,lizard,1,531827213.9
Rhampholeon uluguruensis,13430.50618,8155,R01026,lizard,1,13429653190
Rhampholeon viridis,11061.95862,8156,R01027,lizard,1,11061910699
Rhinogecko femoralis,58186.55408,8173,R04764,lizard,1,58187382119
Rhinogecko misonnei,100601.7177,8174,R04765,lizard,1,1.00739E+11
Rhoptropella ocellata,37044.08268,8200,R04766,lizard,1,37044215683
Rhoptropus afer,84037.08246,8201,R04767,lizard,1,84036701309
Rhoptropus barnardi,130287.9582,8202,R04768,lizard,1,1.30288E+11
Rhoptropus benguellensis,9410.885818,8203,R04769,lizard,1,9410867273
Rhoptropus biporosus,66777.32725,8204,R04770,lizard,1,66777391278
Rhoptropus boultoni,226666.0845,8205,R04771,lizard,1,2.26666E+11
Rhoptropus bradfieldi,48644.77773,8206,R04772,lizard,1,48639993539
Rhoptropus diporus,13449.92758,8207,R04773,lizard,1,13446177188
Rhoptropus montanus,7281.55116,8208,R04774,lizard,1,7281555790
Rhoptropus taeniostictus,61987.82554,8209,R04775,lizard,1,61990683624
Rhynchoedura angusta,218782.21,8213,R02544,lizard,1,2.1877E+11
Rhynchoedura eyrensis,586628.1908,8214,R02545,lizard,1,5.86636E+11
Rhynchoedura mentalis,37888.82371,8215,R02546,lizard,1,37889751835
Rhynchoedura ormsbyi,325908.9272,8216,R02547,lizard,1,3.25894E+11
Rhynchoedura ornata,5348704.64,8217,R02548,lizard,1,5.34878E+12
Rhynchoedura sexapora,79693.53249,8218,R02549,lizard,1,79697554873
Riama achlyens,1433.985434,8219,R05087,lizard,1,1433985538
Riama afrania,19.992561,8220,R05088,lizard,1,19992561.35
Riama anatoloros,73717.26999,8221,R05089,lizard,1,73717709931
Riama aurea,19.642394,8222,R05090,lizard,1,19642394.43
Riama balneator,286.497596,8223,R05091,lizard,1,286497628.5
Riama cashcaensis,12280.21793,8224,R05092,lizard,1,12280530476
Riama colomaromani,36876.17233,8225,R05093,lizard,1,36876753851
Riama columbiana,15261.75154,8226,R05094,lizard,1,15261787457
Riama crypta,2795.083109,8227,R05095,lizard,1,2795117065
Riama hyposticta,48930.25238,8228,R05096,lizard,1,48931655355
Riama inanis,82.033014,8229,R05097,lizard,1,82032944.19
Riama kiziriani,19.992561,8230,R05098,lizard,1,19992561.35
Riama labionis,24580.01531,8231,R05099,lizard,1,24580641735
Riama laevis,3999.316381,8232,R05100,lizard,1,3999316017
Riama laudahnae,12120.26247,8233,R05101,lizard,1,12120546374
Riama luctuosa,2160.989205,8234,R05102,lizard,1,2160975273
Riama meleagris,13451.91782,8235,R05103,lizard,1,13452230759
Riama oculata,4722.118319,8236,R05104,lizard,1,4722118469
Riama orcesi,12283.85958,8237,R05105,lizard,1,12284172790
Riama petrorum,1359.190628,8238,R05106,lizard,1,1359190628
Riama raneyi,24580.01592,8239,R05107,lizard,1,24580439292
Riama rhodogaster,9.996281,8240,R05108,lizard,1,9996280.674
Riama shrevei,274.798998,8241,R05109,lizard,1,274798912.2
Riama simotera,24580.01531,8242,R05110,lizard,1,24580283312
Riama stellae,19.992561,8243,R05111,lizard,1,19992561.35
Riama stigmatoral,19793.10611,8244,R05112,lizard,1,19793106312
Riama striata,48390.66915,8245,R05113,lizard,1,48391696037
Riama unicolor,36876.17233,8246,R05114,lizard,1,36876957214
Riama vespertina,24303.80704,8247,R05115,lizard,1,24304452783
Riama vieta,47860.27642,8248,R05116,lizard,1,47861214461
Riama yumborum,14.663251,8249,R05117,lizard,1,14663250.84
Rieppeleon brachyurus,548939.7867,8250,R01028,lizard,1,5.48995E+11
Rieppeleon brevicaudatus,215710.9467,8251,R01029,lizard,1,2.15806E+11
Rieppeleon kerstenii,1278235.117,8252,R01030,lizard,1,1.27846E+12
Riolama leucosticta,31987.91877,8253,R05118,lizard,1,31988405467
Riolama luridiventris,9.996281,8254,R05119,lizard,1,9996280.673
Riolama uzzelli,19.992561,8255,R05120,lizard,1,19992561.35
Ristella beddomii,57319.34142,8256,R08197,lizard,1,57326422620
Ristella guentheri,39112.87531,8257,R08198,lizard,1,39116479725
Ristella rurkii,55024.15775,8258,R08199,lizard,1,55027660411
Ristella travancorica,18509.96249,8259,R08200,lizard,1,18510042215
Saara hardwickii,1108347.139,8264,R00435,lizard,1,1.10846E+12
Saiphos equalis,144192.0357,8268,R08201,lizard,1,1.44191E+11
Salea anamallayana,29232.32544,8269,R00437,lizard,1,29232340684
Salea horsfieldii,54581.4376,8270,R00439,lizard,1,54581328691
Saltuarius cornutus,30557.72845,8272,R00860,lizard,1,30557632577
Saltuarius eximius,1908.18066,8273,R00861,lizard,1,1908252471
Saltuarius kateae,2849.440183,8274,R00862,lizard,1,2849473831
Saltuarius moritzi,30624.16721,8275,R00863,lizard,1,30623115177
Saltuarius salebrosus,81417.65823,8276,R00864,lizard,1,81417669891
Saltuarius swaini,31781.66392,8277,R00865,lizard,1,31780515389
Saltuarius wyberba,3451.635125,8278,R00866,lizard,1,3451663239
Salvator duseni,782306.7618,8285,R08945,lizard,1,7.82307E+11
Salvator merianae,9285029.081,8286,R08946,lizard,1,9.28503E+12
Salvator rufescens,1403736.602,8287,R08947,lizard,1,1.4038E+12
Saproscincus basiliscus,12828.49891,8295,R08202,lizard,1,12828582480
Saproscincus challengeri,17008.97809,8296,R08203,lizard,1,17009007641
Saproscincus czechurai,20086.91425,8297,R08204,lizard,1,20086934239
Saproscincus eungellensis,4393.853205,8298,R08205,lizard,1,4393997438
Saproscincus hannahae,26153.681,8299,R08206,lizard,1,26153862242
Saproscincus lewisi,3728.489206,8300,R08207,lizard,1,3728486700
Saproscincus mustelinus,179547.0325,8301,R08208,lizard,1,1.79545E+11
Saproscincus oriarus,18187.37317,8302,R08209,lizard,1,18184902175
Saproscincus rosei,45956.78746,8303,R08210,lizard,1,45957093351
Saproscincus saltus,2783.956029,8304,R08211,lizard,1,2784144551
Saproscincus spectabilis,10137.11342,8305,R08212,lizard,1,10137139401
Saproscincus tetradactylus,24757.42765,8306,R08213,lizard,1,24757477283
Saurodactylus fasciatus,37848.86484,8307,R08690,lizard,1,37847026504
Saurodactylus mauritanicus,223129.06,8308,R08691,lizard,1,2.23115E+11
Sauromalus ater,496878.4461,8309,R05240,lizard,1,4.96883E+11
Sauromalus hispidus,991.440467,8310,R05241,lizard,1,991440274.3
Sauromalus klauberi,27.728312,8311,R05242,lizard,1,27728353.06
Sauromalus slevini,164.949357,8312,R05243,lizard,1,164948489.8
Sauromalus varius,41.20167,8313,R05244,lizard,1,41201697.15
Sceloporus acanthinus,5981.06987,8318,R06634,lizard,1,5981155611
Sceloporus adleri,4090.456278,8319,R06635,lizard,1,4090471055
Sceloporus aeneus,34765.45952,8320,R06636,lizard,1,34765646864
Sceloporus albiventris,34023.43956,8321,R06637,lizard,1,34019459854
Sceloporus anahuacus,1042.118884,8322,R06638,lizard,1,1042115861
Sceloporus angustus,13.588494,8323,R06639,lizard,1,13588489.36
Sceloporus arenicolus,27661.97372,8324,R06640,lizard,1,27661976640
Sceloporus asper,42430.4592,8325,R06641,lizard,1,42431799509
Sceloporus aurantius,2366.315589,8326,R06642,lizard,1,2366320714
Sceloporus aureolus,10799.26926,8327,R06643,lizard,1,10799244815
Sceloporus becki,510.635284,8328,R06644,lizard,1,510635166.1
Sceloporus bicanthalis,17458.94571,8329,R06645,lizard,1,17458931652
Sceloporus bimaculosus,393620.731,8330,R06646,lizard,1,3.9361E+11
Sceloporus bulleri,21582.80902,8331,R06647,lizard,1,21580874231
Sceloporus caeruleus,1530.29815,8332,R06648,lizard,1,1530299275
Sceloporus carinatus,14080.85678,8333,R06649,lizard,1,14080859679
Sceloporus cautus,54628.26636,8334,R06650,lizard,1,54627953479
Sceloporus chaneyi,1545.624083,8335,R06651,lizard,1,1545627271
Sceloporus chrysostictus,157975.466,8336,R06652,lizard,1,1.57974E+11
Sceloporus clarkii,380031.7764,8337,R06653,lizard,1,3.80033E+11
Sceloporus consobrinus,1203807.002,8338,R06654,lizard,1,1.20381E+12
Sceloporus couchii,55999.12758,8339,R06655,lizard,1,55998902813
Sceloporus cowlesi,352887.5589,8340,R06656,lizard,1,3.52884E+11
Sceloporus cozumelae,18518.38548,8341,R06657,lizard,1,18516804540
Sceloporus cryptus,1192.121078,8342,R06658,lizard,1,1192122748
Sceloporus cupreus,9.996281,8343,R06659,lizard,1,9996280.673
Sceloporus cyanogenys,118823.2833,8344,R06660,lizard,1,1.18821E+11
Sceloporus cyanostictus,7654.016028,8345,R06661,lizard,1,7654367151
Sceloporus druckercolini,5130.644381,8346,R06662,lizard,1,5130643980
Sceloporus dugesii,51643.32253,8347,R06663,lizard,1,51647433632
Sceloporus edbelli,163071.0025,8348,R06664,lizard,1,1.63071E+11
Sceloporus edwardtaylori,16400.80613,8349,R06665,lizard,1,16400860848
Sceloporus exsul,75.441141,8350,R06666,lizard,1,75441311.04
Sceloporus formosus,24282.94436,8351,R06667,lizard,1,24282141867
Sceloporus gadoviae,15624.75879,8352,R06668,lizard,1,15624855588
Sceloporus goldmani,5369.197743,8353,R06669,lizard,1,5369197727
Sceloporus graciosus,1519899.798,8354,R06670,lizard,1,1.5199E+12
Sceloporus grammicus,853682.854,8355,R06671,lizard,1,8.53682E+11
Sceloporus grandaevus,142.905826,8356,R06672,lizard,1,142906374
Sceloporus heterolepis,50559.45642,8357,R06673,lizard,1,50559036982
Sceloporus horridus,300243.7266,8358,R06674,lizard,1,3.00249E+11
